iter	Logloss
0	0.4584029035
1	0.2971953521
2	0.2007327978
3	0.135650969
4	0.09059248617
5	0.06243660536
6	0.04252114354
7	0.03096108
8	0.02326058968
9	0.01615143316
10	0.01170666367
11	0.008868486825
12	0.006931527942
13	0.005600826711
14	0.004438730669
15	0.003522099703
16	0.002874285907
17	0.00244982017
18	0.002039244107
19	0.001773267983
20	0.001504578785
21	0.001294558345
22	0.001136626898
23	0.0009935309619
24	0.0008755255762
25	0.0007779267545
26	0.0006959841342
27	0.0006424572078
28	0.0005806510079
29	0.0005410430209
30	0.0004972021239
31	0.0004559568915
32	0.0004249075035
33	0.0004013020454
34	0.000371198362
35	0.0003441792298
36	0.000324947566
37	0.0003040839432
38	0.0002863519717
39	0.0002695310741
40	0.0002563856503
41	0.0002421488888
42	0.0002288162309
43	0.0002171437829
44	0.0002061551107
45	0.0001977117395
46	0.0001882830691
47	0.0001806469859
48	0.0001725524884
49	0.0001652893113
50	0.0001652893113
51	0.0001652937924
52	0.0001652865828
53	0.0001652865828
54	0.0001652840717
55	0.0001652840717
56	0.0001652886608
57	0.0001652886608
58	0.0001652886608
59	0.0001652886608
60	0.0001652886608
61	0.0001652886608
62	0.0001652892746
63	0.0001652892746
64	0.0001652904477
65	0.0001652904477
66	0.0001652904477
67	0.0001652904477
68	0.0001652904477
69	0.0001652904477
70	0.0001652904477
71	0.0001652812347
72	0.0001652812347
73	0.0001652838251
74	0.0001652838251
75	0.0001652811525
76	0.0001652811525
77	0.0001652695656
78	0.0001652695656
79	0.0001652601124
80	0.0001652711251
81	0.000165253261
82	0.000165253261
83	0.0001652490852
84	0.0001652575515
85	0.0001652591884
86	0.0001652591884
87	0.0001652591884
88	0.0001652591884
89	0.0001652591884
90	0.000165233151
91	0.0001652332496
92	0.0001652332496
93	0.0001652351565
94	0.0001652256832
95	0.0001652256832
96	0.0001652256832
97	0.0001652256832
98	0.0001652256832
99	0.0001652256832
100	0.0001652256832
101	0.0001652256832
102	0.0001652256832
103	0.0001652256832
104	0.0001652206268
105	0.0001652206268
106	0.000165234668
107	0.0001652278043
108	0.0001652278043
109	0.0001652278043
110	0.0001652278043
111	0.0001652277218
112	0.0001652277218
113	0.0001652277218
114	0.0001652277218
115	0.0001652213842
116	0.0001652213842
117	0.0001652122741
118	0.000165221021
119	0.0001652124797
120	0.0001652067005
121	0.0001652030763
122	0.0001652030763
123	0.0001652003435
124	0.0001652003435
125	0.0001652003435
126	0.000165202154
127	0.000165202154
128	0.0001652007356
129	0.0001652048557
130	0.0001651947793
131	0.0001651947793
132	0.0001651947793
133	0.0001651893608
134	0.0001651893608
135	0.0001651823161
136	0.0001651900828
137	0.0001651861148
138	0.0001651842465
139	0.0001651842465
140	0.0001651839219
141	0.0001651839219
142	0.0001651839219
143	0.0001651839219
144	0.0001651839219
145	0.0001651839219
146	0.0001651839219
147	0.0001651821158
148	0.0001651821158
149	0.0001651821158
150	0.0001651821158
151	0.0001651821158
152	0.0001651821158
153	0.0001651821158
154	0.0001651821158
155	0.0001651821158
156	0.0001651821158
157	0.0001651821158
158	0.0001651756581
159	0.0001651756581
160	0.0001651756581
161	0.0001651756581
162	0.0001651756581
163	0.0001651787402
164	0.0001651787402
165	0.000165174006
166	0.000165174006
167	0.000165174006
168	0.000165174006
169	0.0001651780918
170	0.0001651780918
171	0.0001651780918
172	0.0001651612396
173	0.0001651612396
174	0.0001651641224
175	0.0001651641224
176	0.0001651641224
177	0.000165165755
178	0.000165165755
179	0.0001651660807
180	0.0001651630929
181	0.0001651630929
182	0.0001651580065
183	0.0001651580065
184	0.0001651580065
185	0.0001651580065
186	0.0001651540171
187	0.0001651540171
188	0.0001651540171
189	0.0001651540171
190	0.0001651540171
191	0.0001651540171
192	0.0001651540171
193	0.0001651540171
194	0.0001651540171
195	0.0001651540171
196	0.000165163229
197	0.000165163229
198	0.000165163229
199	0.000165163229
200	0.000165163229
201	0.000165163229
202	0.000165163229
203	0.000165163229
204	0.000165163229
205	0.000165163229
206	0.000165163229
207	0.000165163229
208	0.000165163229
209	0.000165163229
210	0.000165163229
211	0.000165163229
212	0.000165163229
213	0.000165163229
214	0.000165163229
215	0.000165163229
216	0.000165163229
217	0.000165163229
218	0.000165163229
219	0.000165163229
220	0.000165163229
221	0.000165163229
222	0.000165163229
223	0.000165163229
224	0.000165163229
225	0.000165163229
226	0.000165163229
227	0.000165163229
228	0.000165163229
229	0.000165163229
230	0.000165163229
231	0.000165163229
232	0.000165163229
233	0.000165163229
234	0.000165163229
235	0.000165163229
236	0.000165163229
237	0.000165163229
238	0.000165163229
239	0.000165163229
240	0.000165163229
241	0.000165163229
242	0.000165163229
243	0.000165163229
244	0.000165163229
245	0.000165163229
246	0.000165163229
247	0.000165163229
248	0.000165163229
249	0.000165163229
250	0.000165163229
251	0.000165163229
252	0.000165163229
253	0.000165163229
254	0.000165163229
255	0.000165163229
256	0.000165163229
257	0.000165163229
258	0.000165163229
259	0.000165163229
260	0.000165163229
261	0.000165163229
262	0.000165163229
263	0.000165163229
264	0.000165163229
265	0.000165163229
266	0.000165163229
267	0.000165163229
268	0.000165163229
269	0.000165163229
270	0.000165163229
271	0.000165163229
272	0.000165163229
273	0.000165163229
274	0.000165163229
275	0.000165163229
276	0.000165163229
277	0.000165163229
278	0.000165163229
279	0.000165163229
280	0.000165163229
281	0.000165163229
282	0.000165163229
283	0.000165163229
284	0.000165163229
285	0.000165163229
286	0.000165163229
287	0.000165163229
288	0.000165163229
289	0.000165163229
290	0.000165163229
291	0.000165163229
292	0.000165163229
293	0.000165163229
294	0.000165163229
295	0.000165163229
296	0.000165163229
297	0.000165163229
298	0.000165163229
299	0.000165163229
300	0.000165163229
301	0.000165163229
302	0.000165163229
303	0.000165163229
304	0.000165163229
305	0.000165163229
306	0.000165163229
307	0.000165163229
308	0.000165163229
309	0.000165163229
310	0.000165163229
311	0.000165163229
312	0.000165163229
313	0.000165163229
314	0.000165163229
315	0.000165163229
316	0.000165163229
317	0.000165163229
318	0.000165163229
319	0.000165163229
320	0.000165163229
321	0.000165163229
322	0.000165163229
323	0.000165163229
324	0.000165163229
325	0.000165163229
326	0.000165163229
327	0.000165163229
328	0.000165163229
329	0.000165163229
330	0.000165163229
331	0.000165163229
332	0.000165163229
333	0.000165163229
334	0.000165163229
335	0.000165163229
336	0.000165163229
337	0.000165163229
338	0.000165163229
339	0.000165163229
340	0.000165163229
341	0.000165163229
342	0.000165163229
343	0.000165163229
344	0.000165163229
345	0.000165163229
346	0.000165163229
347	0.000165163229
348	0.000165163229
349	0.000165163229
350	0.000165163229
351	0.000165163229
352	0.000165163229
353	0.000165163229
354	0.000165163229
355	0.000165163229
356	0.000165163229
357	0.000165163229
358	0.000165163229
359	0.000165163229
360	0.000165163229
361	0.000165163229
362	0.000165163229
363	0.000165163229
364	0.000165163229
365	0.000165163229
366	0.000165163229
367	0.000165163229
368	0.000165163229
369	0.000165163229
370	0.000165163229
371	0.000165163229
372	0.000165163229
373	0.000165163229
374	0.000165163229
375	0.000165163229
376	0.000165163229
377	0.000165163229
378	0.000165163229
379	0.000165163229
380	0.000165163229
381	0.000165163229
382	0.000165163229
383	0.000165163229
384	0.000165163229
385	0.000165163229
386	0.000165163229
387	0.000165163229
388	0.000165163229
389	0.000165163229
390	0.000165163229
391	0.000165163229
392	0.000165163229
393	0.000165163229
394	0.000165163229
395	0.000165163229
396	0.000165163229
397	0.000165163229
398	0.000165163229
399	0.000165163229
400	0.000165163229
401	0.000165163229
402	0.000165163229
403	0.000165163229
404	0.000165163229
405	0.000165163229
406	0.000165163229
407	0.000165163229
408	0.000165163229
409	0.000165163229
410	0.000165163229
411	0.000165163229
412	0.000165163229
413	0.000165163229
414	0.000165163229
415	0.000165163229
416	0.000165163229
417	0.000165163229
418	0.000165163229
419	0.000165163229
420	0.000165163229
421	0.000165163229
422	0.000165163229
423	0.000165163229
424	0.000165163229
425	0.000165163229
426	0.000165163229
427	0.000165163229
428	0.000165163229
429	0.000165163229
430	0.000165163229
431	0.000165163229
432	0.000165163229
433	0.000165163229
434	0.000165163229
435	0.000165163229
436	0.000165163229
437	0.000165163229
438	0.000165163229
439	0.000165163229
440	0.000165163229
441	0.000165163229
442	0.000165163229
443	0.000165163229
444	0.000165163229
445	0.000165163229
446	0.000165163229
447	0.000165163229
448	0.000165163229
449	0.000165163229
450	0.000165163229
451	0.000165163229
